 2.37292797e-02, 1.06485578e-01, 4.60000000e+00, 9.95174297e+02, 2.68784345e-01, 8.18133385e-01
 2.37292797e-02, 1.06485578e-01, 4.60000000e+00, 9.95174297e+02, 2.56999974e-01, 8.18133385e-01
 2.37292797e-02, 1.06485578e-01, 4.60000000e+00, 9.95174297e+02, 2.56999974e-01, 8.18133385e-01
 2.37292797e-02, 1.06284368e-01, 4.60000000e+00, 1.03074324e+03, 2.51653472e-01, 8.18133385e-01
 2.37292797e-02, 1.06452991e-01, 4.60000000e+00, 1.00229518e+03, 2.51653472e-01, 8.11384078e-01
 2.37292797e-02, 1.06452991e-01, 4.60000000e+00, 1.00229518e+03, 2.61473790e-01, 8.18528795e-01
 2.37292797e-02, 1.06419763e-01, 4.60000000e+00, 9.94491279e+02, 2.61473790e-01, 8.18528795e-01
 2.37292797e-02, 1.06595292e-01, 4.60000000e+00, 9.94491279e+02, 2.61473790e-01, 8.18528795e-01
 2.36575094e-02, 1.06595292e-01, 4.60000000e+00, 9.94491279e+02, 2.61473790e-01, 8.21983228e-01
 2.36575094e-02, 1.06543948e-01, 4.60000000e+00, 9.94491279e+02, 2.59716550e-01, 8.08017138e-01
 2.38021269e-02, 1.06529342e-01, 4.60000000e+00, 9.94491279e+02, 2.67302642e-01, 8.08017138e-01
 2.38021269e-02, 1.06615816e-01, 4.60000000e+00, 9.94491279e+02, 2.46618423e-01, 8.04105354e-01
 2.38021269e-02, 1.06410125e-01, 4.60000000e+00, 9.99143598e+02, 2.48293107e-01, 8.16610583e-01
 2.38021269e-02, 1.06317761e-01, 4.60000000e+00, 1.00222850e+03, 2.48293107e-01, 8.16610583e-01
 2.38021269e-02, 1.06194330e-01, 4.60000000e+00, 1.00416337e+03, 2.74744162e-01, 8.26812181e-01
 2.37176542e-02, 1.06194330e-01, 4.60000000e+00, 1.02209041e+03, 2.85963003e-01, 8.26812181e-01
 2.37604763e-02, 1.06194330e-01, 4.60000000e+00, 1.01509925e+03, 2.90867266e-01, 8.26812181e-01
 2.37604763e-02, 1.06194330e-01, 4.60000000e+00, 1.01509925e+03, 2.78218714e-01, 8.21359888e-01
 2.37604763e-02, 1.06194330e-01, 4.60000000e+00, 1.01905562e+03, 2.58364005e-01, 8.24343217e-01
 2.37637745e-02, 1.06222100e-01, 4.60000000e+00, 1.01905562e+03, 2.58364005e-01, 8.24343217e-01
 2.37637745e-02, 1.06222100e-01, 4.60000000e+00, 1.01905562e+03, 2.58364005e-01, 8.24343217e-01
